# bandwidth_advantage,10,100,1k
1.000000000000000000e+00,1.998700199991000279e-03,1.998970019999901128e-03,1.998997001999999312e-03
2.000000000000000000e+00,3.994801599856000023e-03,3.995880159998415823e-03,3.995988015999984121e-03
3.000000000000000000e+00,5.988305399270999266e-03,5.990730539991981352e-03,5.990973053999919251e-03
4.000000000000000000e+00,7.979212797696000684e-03,7.983521279974656673e-03,7.983952127999745241e-03
5.000000000000000000e+00,9.967524994375000919e-03,9.974252499938126779e-03,9.974925249999376173e-03
6.000000000000000000e+00,1.195324318833600012e-02,1.196292431987169488e-02,1.196389243199870445e-02
7.000000000000000000e+00,1.393636857839100109e-02,1.394953685976230151e-02,1.395085368599760164e-02
8.000000000000000000e+00,1.591690236313600057e-02,1.593409023959449847e-02,1.593580902399590812e-02
9.000000000000000000e+00,1.789484574095099798e-02,1.791658457935045926e-02,1.791875845799344516e-02
1.000000000000000000e+01,1.987019991000000055e-02,1.989701999900999815e-02,1.989970199999000974e-02
1.100000000000000000e+01,2.184296606823099909e-02,2.187539661855053899e-02,2.187863966198537458e-02
1.200000000000000000e+01,2.381314541337600094e-02,2.385171455794713596e-02,2.385557145597928461e-02
1.300000000000000000e+01,2.578073914295099869e-02,2.582597393717245629e-02,2.583049739397146397e-02
1.400000000000000000e+01,2.774574845425600150e-02,2.779817487619681490e-02,2.780341748796162291e-02
1.500000000000000000e+01,2.970817454437499686e-02,2.976831749498812588e-02,2.977433174994942311e-02
1.600000000000000000e+01,3.166801861017599917e-02,3.173640191351193712e-02,3.174324019193452973e-02
1.700000000000000000e+01,3.362528184831099776e-02,3.370242825173142692e-02,3.371014282591656280e-02
1.800000000000000000e+01,3.557996545521599496e-02,3.566639662960736923e-02,3.567503966389513198e-02
1.900000000000000000e+01,3.753207062711099579e-02,3.762830716709822387e-02,3.763793071786980526e-02
2.000000000000000000e+01,3.948159855999999746e-02,3.958815998416000126e-02,3.959881599984016454e-02
2.100000000000000000e+01,4.142855044967099637e-02,4.154595520074638032e-02,4.155769552180571536e-02
2.200000000000000000e+01,4.337292749169599504e-02,4.350169293680865301e-02,4.351456929576597715e-02
2.300000000000000000e+01,4.531473088143099515e-02,4.545537331229574513e-02,4.546943733372043467e-02
2.400000000000000000e+01,4.725396181401599754e-02,4.740699644715417466e-02,4.742229964766855876e-02
2.500000000000000000e+01,4.919062148437500226e-02,4.935656246132813507e-02,4.937315624960977173e-02
2.600000000000000000e+01,5.112471108721599461e-02,5.130407147475937735e-02,5.132200715154348197e-02
2.700000000000000000e+01,5.305623181703099378e-02,5.324952360738733487e-02,5.326885236546909097e-02
2.800000000000000000e+01,5.498518486809600425e-02,5.519291897914906098e-02,5.521369190338595856e-02
2.900000000000000000e+01,5.691157143447100192e-02,5.713425770997918041e-02,5.715652577729343070e-02
3.000000000000000000e+01,5.883539270999999654e-02,5.907353991981000030e-02,5.909735399919080479e-02
3.100000000000000000e+01,6.075664988831099705e-02,6.101076572857142000e-02,6.103617658107739902e-02
3.200000000000000000e+01,6.267534416281600462e-02,6.294593525619096575e-02,6.297299353495247609e-02
3.300000000000000000e+01,6.459147672671100571e-02,6.487904862259381844e-02,6.490780487281527789e-02
3.400000000000000000e+01,6.650504877297599982e-02,6.681010594770273037e-02,6.684061060666500464e-02
3.500000000000000000e+01,6.841606149437501339e-02,6.873910735143813622e-02,6.877141074850087743e-02
3.600000000000000000e+01,7.032451608345599570e-02,7.066605295371800044e-02,7.070020531032204791e-02
3.700000000000000000e+01,7.223041373255099928e-02,7.259094287445805316e-02,7.262699430412770940e-02
3.800000000000000000e+01,7.413375563377599953e-02,7.451377723357152649e-02,7.455177774191695805e-02
3.900000000000000000e+01,7.603454297903100567e-02,7.643455615096933498e-02,7.647455563568887615e-02
4.000000000000000000e+01,7.793277696000000532e-02,7.835327974656000616e-02,7.839532799744255986e-02
4.100000000000000000e+01,7.982845876815100605e-02,8.026994814024966673e-02,8.031409483917706371e-02
4.200000000000000000e+01,8.172158959473600770e-02,8.218456145194209805e-02,8.223085617289141447e-02
4.300000000000000000e+01,8.361217063079098843e-02,8.409711980153869448e-02,8.414561201058459727e-02
4.400000000000000000e+01,8.550020306713600193e-02,8.600762330893849117e-02,8.605836236425563890e-02
4.500000000000000000e+01,8.738568809437498308e-02,8.791607209403812240e-02,8.796910724590348285e-02
4.600000000000000000e+01,8.926862690289601165e-02,8.982246627673186323e-02,8.987784666752701712e-02
4.700000000000000000e+01,9.114902068287100700e-02,9.172680597691158788e-02,9.178458064112519910e-02
4.800000000000000000e+01,9.302687062425600562e-02,9.362909131446682520e-02,9.368930917869688901e-02
4.900000000000000000e+01,9.490217791679099457e-02,9.552932240928470320e-02,9.559203229224097487e-02
5.000000000000000000e+01,9.677494375000000870e-02,9.742749938125000453e-02,9.749274999375626138e-02
5.100000000000000000e+01,9.864516931319100568e-02,9.932362235024509711e-02,9.939146229524155329e-02
5.200000000000000000e+01,1.005128557954559909e-01,1.012176914361500035e-01,1.012881692086956831e-01
5.300000000000000000e+01,1.023780043856710037e-01,1.031097067588423732e-01,1.031828707461174138e-01
5.400000000000000000e+01,1.042406162724960061e-01,1.049996684381974549e-01,1.050755669195054531e-01
5.500000000000000000e+01,1.061006926443749943e-01,1.068875765940881378e-01,1.069662577408585225e-01
5.600000000000000000e+01,1.079582346895359979e-01,1.087734313463848967e-01,1.088549432221753432e-01
5.700000000000000000e+01,1.098132435959909975e-01,1.106572328149559165e-01,1.107416233754545537e-01
5.800000000000000000e+01,1.116657205515360074e-01,1.125389811196668977e-01,1.126262982126948337e-01
5.900000000000000000e+01,1.135156667437509925e-01,1.144186763803812512e-01,1.145089677458947519e-01
6.000000000000000000e+01,1.153630833600000072e-01,1.162963187169599871e-01,1.163896319870529605e-01
6.100000000000000000e+01,1.172079715874309869e-01,1.181719082492617284e-01,1.182682909481680006e-01
6.200000000000000000e+01,1.190503326129759981e-01,1.200454450971427250e-01,1.201449446412384547e-01
6.300000000000000000e+01,1.208901676233510025e-01,1.219169293804568677e-01,1.220195930782627947e-01
6.400000000000000000e+01,1.227274778050559956e-01,1.237863612190556184e-01,1.238922362712395614e-01
6.500000000000000000e+01,1.245622643443750205e-01,1.256537407327881217e-01,1.257628742321672544e-01
6.600000000000000000e+01,1.263945284273760017e-01,1.275190680415011490e-01,1.276315069730442620e-01
6.700000000000000000e+01,1.282242712399109807e-01,1.293823432650390570e-01,1.294981345058690281e-01
6.800000000000000000e+01,1.300514939676160053e-01,1.312435665232437876e-01,1.313627568426399828e-01
6.900000000000000000e+01,1.318761977959110043e-01,1.331027379359550344e-01,1.332253739953555560e-01
7.000000000000000000e+01,1.336983839100000238e-01,1.349598576230100211e-01,1.350859859760140114e-01
7.100000000000000000e+01,1.355180534948709770e-01,1.368149257042435563e-01,1.369445927966137511e-01
